idx,y,x8,x9,x10,x11,x12
168,23.8,-0.5224843907669944,-0.03107418871751556,-1.7347011994992434,-0.6526548018060486,-0.21748352659315376
36,20.0,-0.5224843907669944,-0.7668171686766844,0.34387304207301017,0.22877484424054562,-0.17407261359270576
77,20.8,-0.5224843907669944,-0.060741244361030435,0.112920348564982,0.331737919583381,-0.3337127452717724
71,21.7,-0.6373310900407125,-0.612548479330407,0.34387304207301017,0.2219836626753798,-0.38832647453040026
329,22.6,-0.6373310900407125,0.12912791175746474,-0.7185093480639199,0.20303407540483645,-0.7440158907276189
377,13.3,1.6596028954336504,1.5294129381313668,0.8057784290890666,0.4406158949991029,1.202473434131175
64,33.0,-0.7521777893144307,-1.1406220697849718,0.06672980986337734,0.4005260167273183,-0.6445908964362703
34,13.5,-0.6373310900407125,-0.6006816570730011,1.175302738701912,-1.1869674417234444,1.0764417512266489
241,20.1,-0.4076376914932763,-0.6422155349739219,-0.8570809641687354,0.4156418724691388,-0.03543776239772688
261,43.1,-0.5224843907669944,-0.855818335607229,-2.519940357426539,0.34718238088480663,-0.7552187069857991
387,7.4,1.6596028954336504,1.5294129381313668,0.8057784290890666,0.4406158949991029,2.707851868824127
210,21.7,-0.6373310900407125,-0.7786839909340904,0.06672980986337734,0.40063555191385314,0.6465336773189873
4,36.2,-0.7521777893144307,-1.105021603012754,0.112920348564982,0.4406158949991029,-1.0254866492143941
381,10.9,1.6596028954336504,1.5294129381313668,0.8057784290890666,0.4406158949991029,1.1800678016148147
140,14.0,-0.6373310900407125,0.17066178965838558,1.267683816105123,0.34400586047529336,1.6113762275547492
344,31.2,-0.5224843907669944,-0.2268767559647137,-0.39517557715267904,0.3428009734234096,-1.126311995538015
166,50.0,-0.5224843907669944,-0.03107418871751556,-1.7347011994992434,0.13829878016269226,-1.2537440304748138
404,8.5,1.6596028954336504,1.5294129381313668,0.8057784290890666,-0.29808940299247527,2.0622895819464984
14,18.2,-0.6373310900407125,-0.6006816570730011,1.175302738701912,0.2557205001281385,-0.33511309730404487
116,21.2,-0.4076376914932763,0.1409947340148707,-0.3027944997494681,0.40118322784652793,-0.08585043555953754
393,13.8,1.6596028954336504,1.5294129381313668,0.8057784290890666,0.4406158949991029,0.3524597505417594
172,23.1,-0.5224843907669944,-0.6659491794887338,-0.8570809641687354,0.4406158949991029,0.28524285299267865
284,32.2,-0.981871187861867,-0.7312167019044665,-1.457557967289609,0.4167372243344884,-0.6725979370817208
338,20.6,-0.5224843907669944,-1.0931547807553479,0.8057784290890666,0.4322912208224482,-0.5801747029517348
260,33.8,-0.5224843907669944,-0.855818335607229,-2.519940357426539,0.39570646851978136,-0.4289366834663033
136,17.4,-0.6373310900407125,0.17066178965838558,1.267683816105123,0.23633277211145587,0.5947206521249041
9,18.9,-0.5224843907669944,-0.5769480125581892,-1.5037485059912152,0.3289995399200077,0.6227276927703548
164,22.7,-0.5224843907669944,-0.03107418871751556,-1.7347011994992434,0.42100909660935054,-0.14186451685043788
161,50.0,-0.5224843907669944,-0.03107418871751556,-1.7347011994992434,0.19449033085511208,-1.529613380832499
193,31.1,-0.981871187861867,-0.849884924478526,-1.3189863511847926,0.40194997415227235,-1.0674972101825695
75,21.4,-0.5224843907669944,-0.060741244361030435,0.112920348564982,0.29088129500585197,-0.5199595655640168
68,17.4,-0.6373310900407125,-0.3752120341822881,0.20530142596819292,0.4406158949991029,0.0611865278290765
40,34.9,-0.7521777893144307,-0.9270192691516647,-0.0718418062414399,0.42659539112263195,-1.4946045800256862
89,28.7,-0.8670244885881488,-0.8202178688350111,-0.3027944997494681,0.43141493933016895,-0.9736736240203111
253,42.8,-0.2927909922195581,-0.4642132011128327,0.2976825033714055,0.4406158949991029,-1.276149662991174
306,33.4,-0.2927909922195581,-1.105021603012754,-0.025651267539835248,0.4406158949991029,-0.8658465175353276
125,21.4,-0.8670244885881488,-1.3067575813886552,0.2976825033714055,0.3104880933956043,0.30204707737994896
257,50.0,-0.5224843907669944,-0.855818335607229,-2.519940357426539,0.36175056069395234,-1.0548940418921169
183,32.5,-0.7521777893144307,-1.2770905257451401,-0.3027944997494681,0.4406158949991029,-0.9764743280848562
